App,Package,Start Time,Duration,Filename
"System",,"Oct 26, 2019 @ 12:59:18 AM","3 min 40 sec","Trepn_2019.10.26_005918.db"

Time  [ms],"Battery Status",Time  [ms],"Battery Power [uW]",
1,3,0,4012,
29,3,102,4012,
102,3,152,4012,
152,3,253,4012,
253,3,353,4012,
353,3,454,4012,
454,3,554,4012,
555,3,655,4012,
655,3,755,4012,
755,3,856,4012,
856,3,957,4012,
959,3,1057,4012,
1057,3,1158,4012,
1158,3,1258,4012,
1258,3,1358,4012,
1358,3,1459,4012,
1459,3,1559,4012,
1559,3,1661,4012,
1662,3,1761,4012,
1761,3,1861,4012,
1862,3,1962,4012,
1962,3,2062,4012,
2062,3,2162,4012,
2163,3,2263,4012,
2263,3,2363,4012,
2364,3,2464,4011,
2464,3,2565,4011,
2565,3,2665,4011,
2665,3,2765,4011,
2766,3,2866,4011,
2866,3,2967,4011,
2967,3,3067,4011,
3067,3,3167,4011,
3167,3,3268,4011,
3268,3,3368,4011,
3368,3,3468,4011,
3468,3,3569,4011,
3569,3,3672,4011,
3672,3,3769,4011,
3769,3,3870,4011,
3870,3,3970,4011,
3971,3,4071,4011,
4071,3,4172,4011,
4172,3,4272,4011,
4272,3,4372,4011,
4372,3,4472,4011,
4472,3,4573,4011,
4573,3,4673,4011,
4673,3,4773,4011,
4773,3,4874,4011,
4876,3,4974,4011,
4974,3,5075,4011,
5075,3,5176,4011,
5176,3,5277,4011,
5277,3,5377,4011,
5377,3,5477,4011,
5477,3,5578,4011,
5578,3,5678,4011,
5678,3,5779,4011,
5779,3,5880,4011,
5881,3,5981,4011,
5982,3,6081,4011,
6081,3,6182,4011,
6182,3,6282,4011,
6282,3,6383,4011,
6383,3,6484,4011,
6484,3,6586,4011,
6586,3,6689,4011,
6689,3,6789,4011,
6789,3,6890,2753509,
6890,3,6991,2753509,
6991,3,7100,2753509,
7100,3,7192,2753509,
7192,3,7293,2753509,
7293,3,7392,2753509,
7392,3,7492,2753509,
7492,3,7593,2753509,
7593,3,7694,2753509,
7694,3,7794,2753509,
7794,3,7895,2753509,
7895,3,7995,2753509,
7995,3,8096,2753509,
8096,3,8196,2753509,
8196,3,8297,2753509,
8297,3,8397,2753509,
8397,3,8498,2753509,
8498,3,8599,2753509,
8600,3,8699,2753509,
8699,3,8800,2753509,
8800,3,8900,2753509,
8900,3,9001,2753509,
9001,3,9101,2753509,
9101,3,9202,2753509,
9202,3,9302,2753509,
9302,3,9403,2753509,
9403,3,9503,2753509,
9503,3,9603,2753509,
9603,3,9704,2753509,
9704,3,9804,2753509,
9805,3,9905,2753509,
9905,3,10006,2753509,
10006,3,10110,2753509,
10110,3,10208,2753509,
10208,3,10308,2753509,
10309,3,10410,2753509,
10410,3,10510,2753509,
10510,3,10609,2753509,
10609,3,10710,2753509,
10710,3,10811,2753509,
10811,3,10911,2753509,
10911,3,11011,2753509,
11011,3,11111,2753509,
11112,3,11214,2753509,
11215,3,11313,2753509,
11313,3,11414,2753509,
11414,3,11514,2753509,
11514,3,11615,2753509,
11615,3,11716,2753509,
11716,3,11817,2753509,
11818,3,11918,2753509,
11918,3,12020,2753509,
12021,3,12121,2753509,
12121,3,12220,2753509,
12220,3,12321,2753509,
12321,3,12421,2753509,
12422,3,12522,2753509,
12523,3,12623,2753509,
12623,3,12723,2753509,
12723,3,12824,2753509,
12824,3,12924,2753509,
12925,3,13024,2753509,
13025,3,13125,2753509,
13125,3,13225,2753509,
13225,3,13326,2753509,
13326,3,13426,2753509,
13426,3,13527,2753509,
13527,3,13627,2753509,
13627,3,13728,2753509,
