Battery Power* [uW],Battery Status,CPU1 Frequency [kHz],CPU1 Load [%],CPU2 Frequency [kHz],CPU2 Load [%],CPU3 Frequency [kHz],CPU3 Load [%],CPU4 Frequency [kHz],CPU4 Load [%],CPU5 Frequency [kHz],CPU5 Load [%],CPU6 Frequency [kHz],CPU6 Load [%],CPU7 Frequency [kHz],CPU7 Load [%],CPU8 Frequency [kHz],CPU8 Load [%],GPU Frequency [KHz],GPU Load [%]
1219552.0214367963,3.0,1396853.220366936,58.875117084766416,1393147.8383609455,44.286492191427804,1391074.563031043,36.743721369828364,1390830.9410213106,33.78354349404131,712650.5141961933,8.250456759938654,642341.814456637,3.26811499030326,712619.0186571615,3.7657428743684784,467432.491514688,0.6024789916368407,188179.70675414463,3.332273368335578
