App,Package,Start Time,Duration,Filename
"System",,"Oct 26, 2019 @ 12:52:14 AM","3 min 40 sec","Trepn_2019.10.26_005214.db"

Time  [ms],"Battery Status",Time  [ms],"Battery Power [uW]",
3,3,0,498042,
81,3,104,498042,
104,3,204,498042,
205,3,306,498042,
306,3,406,498042,
406,3,506,498042,
506,3,606,498042,
606,3,707,498042,
707,3,808,498042,
808,3,908,498042,
908,3,1009,498042,
1009,3,1110,498042,
1110,3,1210,498042,
1212,3,1311,498042,
1312,3,1412,498042,
1413,3,1512,498042,
1512,3,1612,498042,
1613,3,1713,498042,
1713,3,1813,498042,
1813,3,1913,498042,
1913,3,2013,498042,
2014,3,2114,498042,
2114,3,2216,498042,
2216,3,2316,498042,
2317,3,2416,498042,
2416,3,2516,498042,
2516,3,2616,498042,
2616,3,2717,498042,
2717,3,2817,498042,
2817,3,2917,498042,
2917,3,3019,498042,
3020,3,3122,498042,
3123,3,3219,498042,
3219,3,3319,498042,
3319,3,3420,498042,
3420,3,3520,498042,
3520,3,3620,498042,
3620,3,3721,498042,
3721,3,3822,498042,
3822,3,3922,498042,
3924,3,4022,498042,
4023,3,4123,498042,
4123,3,4223,498042,
4223,3,4323,498042,
4323,3,4424,498042,
4424,3,4524,498042,
4524,3,4625,498042,
4625,3,4725,498042,
4725,3,4826,498042,
4826,3,4928,498042,
4928,3,5028,498042,
5028,3,5129,498042,
5129,3,5229,498042,
5230,3,5330,498042,
5330,3,5433,498042,
5433,3,5531,498042,
5531,3,5632,498042,
5633,3,5734,498042,
5736,3,5835,498042,
5836,3,5934,498042,
5934,3,6035,498042,
6035,3,6136,498042,
6136,3,6237,498042,
6240,3,6336,498042,
6337,3,6437,498042,
6437,3,6537,498042,
6538,3,6638,498042,
6638,3,6739,498042,
6739,3,6840,498042,
6840,3,6945,498042,
6945,3,7045,498042,
7045,3,7146,498042,
7146,3,7246,498042,
7246,3,7346,498042,
7347,3,7447,498042,
7447,3,7547,498042,
7548,3,7648,498042,
7648,3,7749,498042,
7749,3,7849,498042,
7849,3,7950,498042,
7950,3,8050,498042,
8050,3,8151,498042,
8151,3,8251,498042,
8251,3,8351,498042,
8351,3,8452,498042,
8452,3,8552,498042,
8552,3,8653,498042,
8653,3,8753,498042,
8753,3,8854,498042,
8854,3,8954,498042,
8954,3,9054,498042,
9055,3,9155,498042,
9155,3,9256,498042,
9256,3,9356,498042,
9357,3,9457,498042,
9457,3,9557,498042,
9557,3,9658,498042,
9658,3,9758,498042,
9758,3,9859,498042,
9859,3,9960,498042,
9960,3,10060,498042,
10061,3,10161,498042,
10161,3,10261,498042,
10262,3,10362,498042,
10362,3,10462,498042,
10465,3,10563,498042,
10563,3,10663,498042,
10664,3,10764,498042,
10764,3,10864,498042,
10866,3,10965,498042,
10965,3,11065,498042,
11066,3,11165,498042,
11166,3,11266,498042,
11267,3,11368,498042,
11368,3,11468,498042,
11469,3,11569,498042,
11570,3,11670,498042,
11670,3,11771,498042,
11772,3,11871,498042,
11871,3,11972,498042,
11972,3,12075,498042,
12076,3,12173,498042,
12174,3,12274,498042,
12275,3,12375,498042,
12375,3,12475,498042,
12475,3,12575,498042,
12576,3,12677,498042,
12677,3,12777,498042,
12777,3,12877,498042,
12877,3,12978,498042,
12978,3,13078,498042,
13078,3,13180,498042,
13180,3,13279,498042,
13279,3,13380,498042,
13380,3,13480,498042,
13481,3,13580,498042,
13580,3,13681,498042,
13682,3,13782,498042,
13782,3,13883,498042,
13883,3,13983,498042,
13984,3,14084,498042,
14084,3,14185,498042,
14186,3,14287,498042,
14287,3,14386,498042,
14386,3,14486,498042,
14487,3,14588,498042,
14588,3,14688,498042,
14688,3,14789,498042,
14789,3,14840,498042,
14840,3,14940,498042,
14940,3,15041,498042,
15041,3,15142,498042,
15142,3,15242,498042,
15242,3,15343,498042,
15343,3,15444,498042,
15444,3,15544,498042,
15545,3,15644,498042,
15645,3,15745,498042,
15746,3,15846,498042,
15846,3,15946,498042,
15947,3,16047,498042,
16047,3,16147,498042,
16148,3,16248,498042,
16249,3,16349,498042,
16349,3,16450,498042,
16450,3,16550,498042,
16551,3,16651,498042,
16651,3,16752,498042,
16753,3,16853,498042,
16853,3,16954,498042,
16954,3,17054,498042,
17055,3,17155,498042,
17155,3,17256,498042,
17256,3,17356,498042,
17356,3,17457,498042,
17457,3,17558,498042,
17558,3,17658,498042,
17659,3,17763,498042,
17763,3,17860,498042,
17860,3,17962,498042,
17962,3,18062,498042,
18062,3,18162,498042,
18162,3,18262,498042,
18263,3,18363,498042,
18363,3,18463,498042,
18463,3,18564,498042,
18564,3,18665,498042,
18665,3,18766,498042,
18766,3,18867,498042,
18867,3,18967,498042,
18967,3,19068,498042,
19068,3,19168,498042,
19168,3,19269,498042,
19270,3,19369,498042,
19370,3,19470,498042,
19470,3,19571,498042,
19571,3,19672,498042,
19672,3,19772,498042,
19773,3,19873,498042,
19873,3,19974,498042,
19974,3,20075,498042,
20075,3,20175,498042,
20175,3,20276,498042,
20276,3,20376,498042,
20377,3,20477,498042,
20478,3,20578,498042,
20578,3,20680,498042,
20680,3,20779,498042,
20780,3,20880,498042,
20880,3,20981,498042,
20981,3,21081,498042,
21082,3,21184,498042,
21184,3,21284,498042,
21284,3,21385,498042,
21385,3,21487,498042,
21487,3,21587,498042,
21587,3,21687,498042,
21688,3,21789,498042,
21790,3,21890,498042,
21890,3,21991,498042,
21991,3,22091,498042,
22091,3,22193,498042,
22195,3,22293,498042,
22293,3,22394,498042,
22394,3,22495,498042,
22496,3,22596,498042,
22596,3,22697,498042,
22697,3,22797,498042,
22798,3,22899,498042,
22899,3,22998,498042,
22998,3,23099,498042,
23099,3,23200,498042,
23200,3,23301,498042,
23301,3,23402,6019,
23402,3,23502,6019,
23503,3,23603,6019,
23603,3,23704,6019,
23705,3,23805,6019,
23806,3,23906,6019,
23906,3,24007,6019,
24007,3,24107,6019,
24107,3,24208,6019,
24208,3,24308,6019,
24308,3,24409,6019,
24409,3,24509,6019,
24510,3,24610,6019,
24610,3,24710,6019,
24711,3,24814,6019,
24814,3,24912,6019,
24913,3,25013,6019,
25013,3,25114,6019,
25114,3,25214,6019,
25214,3,25317,6019,
25317,3,25417,6019,
25417,3,25517,6019,
25518,3,25624,6019,
25625,3,25720,6019,
25721,3,25820,6019,
25820,3,25920,6019,
25920,3,26021,6019,
26021,3,26122,6019,
26122,3,26223,6019,
26223,3,26323,6019,
26324,3,26424,6019,
26425,3,26525,6019,
26525,3,26625,6019,
26625,3,26725,6019,
26725,3,26826,6019,
26826,3,26927,6019,
26928,3,27028,6019,
27028,3,27129,6019,
27129,3,27229,6019,
27230,3,27330,6019,
27330,3,27430,6019,
27430,3,27533,6019,
27534,3,27634,6019,
27634,3,27736,6019,
27736,3,27836,4683,
27836,3,27937,4683,
27938,3,28039,4683,
28039,3,28140,4683,
28140,3,28240,4683,
28240,3,28340,4683,
28340,3,28440,4683,
28440,3,28541,4683,
28541,3,28641,4683,
28642,3,28742,4683,
28743,3,28844,4683,
28844,3,28944,4683,
28945,3,29045,4683,
29045,3,29149,4683,
29150,3,29246,4683,
29246,3,29348,4683,
29352,3,29448,4683,
29448,3,29549,4683,
29549,3,29649,4683,
29650,3,29700,4683,
29700,3,29851,4683,
29852,3,29905,4683,
29906,3,30003,4683,
30003,3,30103,4683,
30104,3,30204,4683,
30204,3,30305,4683,
30305,3,30406,4683,
30406,3,30511,4683,
30512,3,30609,4683,
30609,3,30710,4683,
30712,3,30811,4683,
30811,3,30911,4683,
30911,3,31012,4683,
31012,3,31113,4683,
31113,3,31213,4683,
31213,3,31317,4683,
31319,3,31416,4683,
31416,3,31516,4683,
31517,3,31617,4683,
31617,3,31718,4683,
31719,3,31820,4683,
31820,3,31919,4683,
31920,3,32021,4683,
32021,3,32122,4683,
32122,3,32222,4683,
32222,3,32323,4683,
32323,3,32424,4683,
32424,3,32525,4683,
32525,3,32626,4683,
32626,3,32727,4683,
32727,3,32827,4683,
32827,3,32928,4683,
32929,3,33029,4683,
33030,3,33130,4683,
33131,3,33230,4683,
33230,3,33330,4683,
33331,3,33431,4683,
33431,3,33533,4683,
33533,3,33632,4683,
33633,3,33733,4683,
33733,3,33833,4683,
33834,3,33935,4683,
33935,3,34036,4683,
34036,3,34137,4683,
34137,3,34238,4683,
34239,3,34339,4683,
34339,3,34440,4683,
34440,3,34542,4683,
34543,3,34641,4683,
34642,3,34743,4683,
34745,3,34843,4683,
34844,3,34944,4683,
34944,3,35045,4683,
35045,3,35146,4683,
35146,3,35246,4683,
35247,3,35347,4683,
35347,3,35448,4683,
35448,3,35548,4683,
35549,3,35650,4683,
35650,3,35751,4683,
35752,3,35852,4683,
35852,3,35953,4683,
35953,3,36053,4683,
36053,3,36156,4683,
36156,3,36256,4683,
