App,Package,Start Time,Duration,Filename
"System",,"Oct 27, 2019 @ 02:56:28 PM","3 min 31 sec","Trepn_2019.10.27_145628.db"

Time  [ms],"Battery Status",Time  [ms],"Battery Power [uW]",
0,3,21,4005,
22,3,122,4005,
122,3,223,4005,
224,3,323,4005,
323,3,423,4005,
424,3,524,4005,
525,3,626,4005,
626,3,727,4005,
727,3,827,4005,
827,3,928,4005,
928,3,978,4005,
978,3,1078,4005,
1079,3,1179,4005,
1179,3,1279,4005,
1279,3,1379,4005,
1379,3,1480,4005,
1480,3,1582,4005,
1582,3,1681,4005,
1681,3,1781,4005,
1781,3,1882,4005,
1883,3,1983,4005,
1983,3,2083,4005,
2083,3,2183,4005,
2183,3,2284,4005,
2285,3,2384,4005,
2384,3,2485,4005,
2485,3,2585,4005,
2585,3,2686,4005,
2686,3,2789,4005,
2789,3,2887,4005,
2887,3,2987,4005,
2988,3,3087,4005,
3088,3,3188,4005,
3188,3,3289,4005,
3289,3,3388,4005,
3389,3,3494,4005,
3495,3,3592,4005,
3592,3,3693,4005,
3694,3,3793,4005,
3794,3,3894,4005,
3894,3,3994,4005,
3995,3,4095,4005,
4095,3,4196,4005,
4196,3,4296,4005,
4297,3,4396,4005,
4396,3,4497,4005,
4498,3,4598,4005,
4598,3,4699,4005,
4699,3,4799,4005,
4799,3,4900,4005,
4900,3,5000,4005,
5001,3,5101,4005,
5102,3,5202,4005,
5203,3,5303,4005,
5303,3,5403,4005,
5403,3,5504,4005,
5505,3,5605,4005,
5605,3,5706,4005,
5706,3,5806,4005,
5806,3,5907,4005,
5907,3,6008,4005,
6008,3,6109,4005,
6109,3,6209,4005,
6209,3,6310,4005,
6310,3,6410,4005,
6410,3,6511,4005,
6511,3,6612,4005,
6612,3,6712,4005,
6713,3,6813,4005,
6813,3,6914,4005,
6914,3,7014,4005,
7014,3,7115,4005,
7115,3,7216,4005,
7217,3,7316,4005,
7317,3,7416,4005,
7416,3,7518,4005,
7519,3,7618,4005,
7619,3,7719,4005,
7719,3,7820,4005,
7820,3,7920,4005,
7921,3,8020,4005,
8021,3,8122,4005,
8122,3,8223,4005,
8225,3,8325,4005,
8326,3,8426,4005,
8426,3,8526,4005,
8526,3,8628,4005,
8628,3,8727,4005,
8728,3,8829,4005,
8829,3,8929,4005,
8929,3,9030,4005,
9030,3,9131,4005,
9131,3,9232,4005,
9232,3,9333,4005,
9334,3,9432,4005,
9432,3,9534,4005,
9534,3,9634,4005,
9635,3,9735,4005,
9736,3,9836,4005,
9836,3,9937,4005,
9937,3,10037,4005,
10037,3,10137,4005,
10138,3,10239,4005,
10239,3,10339,4005,
10340,3,10439,4005,
10440,3,10541,4005,
10542,3,10642,4005,
10642,3,10743,4005,
10743,3,10844,4005,
10844,3,10944,4005,
10945,3,11045,4005,
11045,3,11147,4005,
11148,3,11248,4005,
11248,3,11349,4005,
11350,3,11449,4005,
11449,3,11551,4005,
11552,3,11651,4005,
11652,3,11751,4005,
11752,3,11852,4005,
11853,3,11953,4005,
11953,3,12053,4005,
12053,3,12155,4005,
12156,3,12255,4005,
12255,3,12355,4005,
12356,3,12455,4005,
12456,3,12558,4005,
12558,3,12658,4005,
12659,3,12759,4005,
12759,3,12859,4005,
12859,3,12961,4005,
12961,3,13061,4005,
13061,3,13162,4005,
13162,3,13262,3335,
13263,3,13363,3335,
13363,3,13463,3335,
13463,3,13566,3335,
13566,3,13666,3335,
13666,3,13768,3335,
13769,3,13867,3335,
13867,3,13969,3335,
13969,3,14069,3335,
14069,3,14170,3335,
14170,3,14271,3335,
14272,3,14372,3335,
14372,3,14472,3335,
14473,3,14573,3335,
14574,3,14675,3335,
14675,3,14776,3335,
14776,3,14877,3335,
14877,3,14930,3335,
14931,3,15028,3335,
15028,3,15128,3335,
15129,3,15229,3335,
15230,3,15330,3335,
15331,3,15431,3335,
15431,3,15533,3335,
15533,3,15636,3335,
15636,3,15735,3335,
15735,3,15836,3335,
15836,3,15937,3335,
15937,3,16037,3335,
16038,3,16138,3335,
16139,3,16239,3335,
16239,3,16340,3335,
16340,3,16440,3335,
16440,3,16542,3335,
16542,3,16643,3335,
16643,3,16744,3335,
16744,3,16845,3335,
16845,3,16946,3335,
16946,3,17047,3335,
17047,3,17148,3335,
17148,3,17249,3335,
17249,3,17350,3335,
17350,3,17450,3335,
17450,3,17552,3335,
17552,3,17651,3335,
17651,3,17752,3335,
17752,3,17853,3335,
17853,3,17954,3335,
17954,3,18054,3335,
18055,3,18155,3335,
18155,3,18256,3335,
18256,3,18357,3335,
18357,3,18457,3335,
18458,3,18558,3335,
18559,3,18659,3335,
18659,3,18760,3335,
18760,3,18861,3335,
18862,3,18961,3335,
18962,3,19063,3335,
19063,3,19165,3335,
19165,3,19264,3335,
19264,3,19366,3335,
19366,3,19466,3335,
19466,3,19567,3335,
19567,3,19669,3335,
19670,3,19772,3335,
19772,3,19871,3335,
19871,3,19973,3335,
19973,3,20072,3335,
20072,3,20172,3335,
20172,3,20273,3335,
20275,3,20376,3335,
20376,3,20476,3335,
20476,3,20577,3335,
20577,3,20677,4005,
20677,3,20778,4005,
20778,3,20879,4005,
20879,3,20980,4005,
20980,3,21079,4005,
21079,3,21181,4005,
21181,3,21281,4005,
21282,3,21382,4005,
21382,3,21483,4005,
21483,3,21585,4005,
21585,3,21684,4005,
21685,3,21788,4005,
21788,3,21886,4005,
21886,3,21988,4005,
21988,3,22087,4005,
22087,3,22189,4005,
22189,3,22291,4005,
22292,3,22391,4005,
22392,3,22492,4005,
22492,3,22593,4005,
22593,3,22693,4005,
22693,3,22794,4005,
22795,3,22895,4005,
22896,3,22996,4005,
22996,3,23097,4005,
23097,3,23197,4005,
23197,3,23298,4005,
23299,3,23399,4005,
23400,3,23501,4005,
23502,3,23601,4005,
23601,3,23703,4005,
23703,3,23804,4005,
23804,3,23905,4005,
23906,3,24005,4005,
