App,Package,Start Time,Duration,Filename
"System",,"Oct 27, 2019 @ 12:27:57 PM","3 min 31 sec","Trepn_2019.10.27_122756.db"

Time  [ms],"Battery Status",Time  [ms],"Battery Power [uW]",
0,3,20,0,
20,3,122,0,
122,3,222,0,
222,3,322,0,
322,3,422,0,
422,3,522,0,
523,3,623,0,
623,3,724,0,
724,3,824,0,
824,3,925,0,
925,3,1025,0,
1026,3,1126,0,
1127,3,1227,0,
1228,3,1327,0,
1327,3,1428,0,
1428,3,1528,0,
1528,3,1629,0,
1629,3,1729,0,
1729,3,1829,0,
1830,3,1929,0,
1929,3,1980,0,
1980,3,2080,0,
2080,3,2180,0,
2180,3,2282,0,
2282,3,2384,0,
2384,3,2484,0,
2484,3,2585,0,
2585,3,2685,0,
2685,3,2785,0,
2786,3,2887,0,
2888,3,2988,0,
2988,3,3089,0,
3089,3,3190,0,
3190,3,3290,0,
3291,3,3391,0,
3391,3,3492,0,
3492,3,3592,0,
3592,3,3693,0,
3693,3,3795,0,
3797,3,3895,0,
3895,3,3996,0,
3996,3,4097,0,
4097,3,4197,0,
4198,3,4299,0,
4299,3,4399,0,
4399,3,4500,0,
4500,3,4600,0,
4600,3,4702,0,
4702,3,4802,0,
4802,3,4903,0,
4903,3,5003,0,
5003,3,5104,0,
5104,3,5204,0,
5204,3,5307,0,
5307,3,5407,0,
5408,3,5510,0,
5510,3,5610,0,
5610,3,5710,0,
5710,3,5812,0,
5812,3,5911,0,
5912,3,6013,0,
6014,3,6113,0,
6113,3,6215,0,
6215,3,6315,0,
6315,3,6417,0,
6417,3,6516,0,
6517,3,6618,0,
6618,3,6719,0,
6719,3,6820,0,
6820,3,6920,0,
6920,3,7021,0,
7022,3,7122,0,
7122,3,7223,0,
7223,3,7324,0,
7324,3,7425,0,
7425,3,7525,0,
7525,3,7626,0,
7626,3,7728,0,
7728,3,7828,0,
7828,3,7929,0,
7929,3,8030,0,
8030,3,8129,0,
8130,3,8234,0,
8234,3,8334,0,
8334,3,8436,0,
8437,3,8535,0,
8538,3,8637,0,
8637,3,8737,0,
8738,3,8838,0,
8839,3,8939,0,
8940,3,9041,0,
9041,3,9140,0,
9140,3,9241,0,
9241,3,9342,0,
9342,3,9444,0,
9445,3,9546,0,
9546,3,9646,0,
9646,3,9748,0,
9748,3,9848,0,
9848,3,9950,0,
9950,3,10050,0,
10050,3,10150,0,
10150,3,10251,0,
10252,3,10352,0,
10352,3,10453,0,
10454,3,10553,0,
10553,3,10656,0,
10656,3,10756,0,
10756,3,10857,0,
10857,3,10959,0,
10959,3,11059,0,
11059,3,11158,0,
11158,3,11260,0,
11260,3,11362,0,
11362,3,11461,0,
11461,3,11562,0,
11562,3,11662,0,
11662,3,11763,0,
11763,3,11815,0,
11815,3,11917,0,
11917,3,12017,0,
12017,3,12116,0,
12116,3,12217,0,
12217,3,12318,0,
12318,3,12418,0,
12419,3,12519,0,
12519,3,12620,0,
12620,3,12721,0,
12721,3,12822,0,
12822,3,12922,0,
12922,3,13023,0,
13023,3,13123,0,
13123,3,13225,0,
13225,3,13326,0,
13326,3,13427,0,
13427,3,13527,0,
13528,3,13629,0,
13629,3,13729,0,
13729,3,13830,0,
13830,3,13931,0,
13931,3,14031,0,
14031,3,14131,0,
14131,3,14232,0,
14233,3,14334,0,
14335,3,14436,0,
14437,3,14536,0,
14536,3,14636,0,
14637,3,14737,0,
14737,3,14838,0,
14839,3,14940,0,
14940,3,15040,0,
15040,3,15140,0,
15140,3,15241,0,
15241,3,15342,0,
15342,3,15443,0,
15443,3,15544,0,
15544,3,15645,0,
15645,3,15745,0,
15746,3,15847,0,
15847,3,15949,0,
15950,3,16050,0,
16050,3,16150,0,
16150,3,16252,0,
16252,3,16353,0,
16353,3,16454,0,
16454,3,16555,0,
16555,3,16656,0,
16657,3,16757,0,
16757,3,16858,0,
16858,3,16959,0,
16959,3,17060,0,
17060,3,17160,0,
17160,3,17261,0,
17261,3,17362,0,
17362,3,17463,0,
17463,3,17564,0,
17564,3,17665,0,
17665,3,17768,0,
17769,3,17866,0,
17867,3,17974,0,
17975,3,18069,0,
18069,3,18169,0,
18169,3,18270,0,
18270,3,18370,0,
18372,3,18471,0,
18472,3,18572,0,
18573,3,18673,0,
18673,3,18773,0,
18774,3,18877,0,
18877,3,18975,0,
18976,3,19077,0,
19077,3,19176,0,
19177,3,19277,0,
19277,3,19378,0,
19378,3,19479,0,
19479,3,19580,0,
19580,3,19680,0,
19681,3,19781,0,
19782,3,19882,0,
19882,3,19984,0,
19984,3,20085,0,
20085,3,20185,0,
20185,3,20286,0,
20286,3,20387,0,
20388,3,20488,0,
20489,3,20589,0,
20589,3,20689,0,
20690,3,20790,0,
20790,3,20891,0,
20891,3,20991,0,
20992,3,21093,0,
21093,3,21193,0,
21193,3,21295,0,
21295,3,21396,0,
21396,3,21496,0,
21497,3,21597,0,
21598,3,21698,0,
21699,3,21799,0,
21799,3,21901,0,
21901,3,22002,0,
22002,3,22102,0,
22102,3,22206,0,
22206,3,22307,0,
22307,3,22408,0,
22408,3,22510,0,
22510,3,22611,0,
22611,3,22711,0,
22711,3,22812,0,
22812,3,22913,0,
22913,3,23013,0,
23014,3,23113,0,
23114,3,23215,0,
23215,3,23315,0,
23316,3,23416,0,
23416,3,23517,0,
23518,3,23619,0,
23619,3,23718,0,
23719,3,23820,0,
23820,3,23920,0,
23920,3,24020,0,
24020,3,24120,0,
24121,3,24223,0,
24224,3,24324,0,
24324,3,24425,0,
24426,3,24526,0,
24526,3,24626,0,
24627,3,24727,0,
24727,3,24828,0,
24828,3,24879,0,
24880,3,24979,0,
24979,3,25082,0,
25082,3,25183,0,
25184,3,25285,0,
25285,3,25387,0,
25387,3,25493,0,
25493,3,25589,0,
25589,3,25689,0,
25690,3,25789,0,
25790,3,25891,0,
25891,3,25991,0,
25992,3,26092,0,
26093,3,26193,0,
26193,3,26294,0,
26294,3,26395,0,
26395,3,26496,0,
26496,3,26597,0,
26597,3,26697,0,
26698,3,26798,0,
26799,3,26899,0,
26900,3,27000,0,
27000,3,27101,0,
27101,3,27205,0,
27207,3,27303,0,
27303,3,27403,0,
27404,3,27506,0,
27506,3,27606,0,
27607,3,27706,0,
27706,3,27806,0,
27806,3,27909,0,
27910,3,28008,0,
28009,3,28110,0,
28111,3,28210,0,
28211,3,28311,0,
28312,3,28413,0,
28413,3,28514,0,
28514,3,28615,0,
28615,3,28716,0,
