device,subject,Battery Power* [uW],Battery Status,CPU1 Frequency [kHz],CPU1 Load [%],CPU2 Frequency [kHz],CPU2 Load [%],CPU3 Frequency [kHz],CPU3 Load [%],CPU4 Frequency [kHz],CPU4 Load [%],CPU5 Frequency [kHz],CPU5 Load [%],CPU6 Frequency [kHz],CPU6 Load [%],CPU7 Frequency [kHz],CPU7 Load [%],CPU8 Frequency [kHz],CPU8 Load [%],GPU Frequency [KHz],GPU Load [%]
nexus6p,homeubuntudevcomgoogleandroidyoutubeapk,1134180.4462578136,3.0,1352446.0562528074,56.98113315861463,1348132.0636427866,43.05705693741649,1346542.0722431752,39.00242723247542,1346238.3226637316,30.497016006098903,693463.2457509006,7.559401603431639,589362.4358958893,1.9088593756516863,692285.9256758911,3.478778333208093,387594.1924999065,0.45585280273329487,188794.88902317765,3.3913786909455093
